numero_nfse;data_emissao;tipo_entidade;municipio;cliente_nome;valor_mensal;pago_ou_não;
243;26/03/2025;municipio;MUQUÉM DE SÃO FRANCISCO;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;2000;Sim;
244;26/03/2025;municipio;MUQUÉM DE SÃO FRANCISCO;MUNICIPIO DE MUQUEM DO SAO FRANCISCO;4500;Sim;
245;26/03/2025;municipio;MUQUÉM DE SÃO FRANCISCO;SECRETARIA MUNICIPAL DA EDUCACAO SEMED;4500;Sim;
246;26/03/2025;municipio;MUQUÉM DE SÃO FRANCISCO;MUNICIPIO DE MUQUEM DO SAO FRANCISCO;20000;Sim;
247;26/03/2025;municipio;IBIRATAIA;MUNICIPIO DE IBIRATAIA;20000;Sim;
248;27/03/2025;municipio;SOUTO SOARES;MUNICIPIO DE SOUTO SOARES;6000;Sim;
249;27/03/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE SAUDE DE SOUTO SOARES;4000;Sim;
250;27/03/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE EDUCACAO DE SOUTO SOARES;4000;Sim;
251;27/03/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SOUTO SOARES;4000;Sim;
252;27/03/2025;municipio;ITAJU DO COLÔNIA;MUNICIPIO DE ITAJU DO COLONIA;9000;Sim;
253;27/03/2025;municipio;ITAJU DO COLÔNIA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
254;27/03/2025;municipio;ITAJU DO COLÔNIA;FUNDO MUNICIPAL DE EDUCACAO DE ITAJU DO COLONIA;4500;Sim;
255;27/03/2025;municipio;ITAJU DO COLÔNIA;FUNDO MUNICIPAL DE SAUDE ITAJU DO COLONIA;4500;Sim;
256;27/03/2025;municipio;OLIVEIRA DOS BREJINHOS;PREFEITURA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;11424;Sim;
257;27/03/2025;municipio;OLIVEIRA DOS BREJINHOS;FUNDO MUNIC. DE ASS. SOCIAL - OLIV. DOS BREJINHOS;8000;Sim;
258;27/03/2025;municipio;OLIVEIRA DOS BREJINHOS;SECRETARIA DE EDUCACAO DE OLIVEIRA DOS BREJINHOS;9000;Sim;
259;27/03/2025;municipio;OLIVEIRA DOS BREJINHOS;F.M.S - Fundo Municipal de Saúde;9000;Sim;
260;27/03/2025;municipio;OLIVEIRA DOS BREJINHOS;SECRETARIA DE EDUCACAO DE OLIVEIRA DOS BREJINHOS;8000;Sim;
261;27/03/2025;municipio;SANTA BÁRBARA;MUNICIPIO DE SANTA BARBARA;15000;Sim;
263;27/03/2025;municipio;SANTA BÁRBARA;UMSAUDE - FUNDO MUNICIPAL DE SAUDE DE SANTA BARBARA;6500;Sim;
264;27/03/2025;municipio;SANTA BÁRBARA;SECRETARIA MUNICIPAL DE EDUCACAO DE SANTA BARBARA;6500;Sim;
265;27/03/2025;municipio;SANTA BÁRBARA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;4500;Sim;
266;27/03/2025;municipio;LAMARÃO;MUNICIPIO DE LAMARAO;9000;Sim;
267;27/03/2025;municipio;LAMARÃO;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
268;27/03/2025;municipio;LAMARÃO;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E LAZER - SMECEL;4500;Sim;
269;27/03/2025;municipio;LAMARÃO;FUNDO MUNICIPAL DE SAUDE - FMS;4500;Sim;
270;27/03/2025;municipio;WENCESLAU GUIMARÃES;MUNICIPIO DE WENCESLAU GUIMARAES;18000;Sim;
271;27/03/2025;municipio;WENCESLAU GUIMARÃES;FUNDO MUNICIPAL DE SAUDE FMS;6500;Sim;
272;27/03/2025;municipio;WENCESLAU GUIMARÃES;FUNDO MUNICIPAL DE EDUCACAO - FME DO MUNICIPIO DE WENCESLAU GUIMARAES;4000;Sim;
273;27/03/2025;municipio;WENCESLAU GUIMARÃES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
275;27/03/2025;municipio;WENCESLAU GUIMARÃES;MUNICIPIO DE WENCESLAU GUIMARAES;10000;Sim;
276;27/03/2025;municipio;WENCESLAU GUIMARÃES;MUNICIPIO DE WENCESLAU GUIMARAES;5000;Sim;
277;27/03/2025;municipio;BOTUPORÃ;MUNICIPIO DE BOTUPORA;14375;Sim;
278;27/03/2025;municipio;BOTUPORÃ;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE BOTUPORA;10062,5;Sim;
279;27/03/2025;municipio;BOTUPORÃ;FUNDO MUNICIPAL DE EDUCACAO-FME;10062,5;Sim;
280;27/03/2025;municipio;SÃO MIGUEL DAS MATAS;MUNICIPIO DE SAO MIGUEL DAS MATAS;20625;Sim;
281;27/03/2025;municipio;GUARATINGA;MUNICIPIO DE GUARATINGA;10000;Sim;
282;27/03/2025;municipio;GUARATINGA;FUNDO MUNICIPAL DE SAUDE DE GUARATINGA;7500;Sim;
283;27/03/2025;municipio;GUARATINGA;FUNDO MUNICIPAL DE EDUCACAO - FME;7500;Sim;
284;27/03/2025;municipio;CARDEAL DA SILVA;MUNICIPIO DE CARDEAL DA SILVA;9000;Sim;
285;27/03/2025;municipio;CARDEAL DA SILVA;FUNDO MUNICIPAL DE SAUDE DE CARDEAL DA SILVA;4500;Sim;
286;27/03/2025;municipio;CARDEAL DA SILVA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4500;Sim;
287;27/03/2025;municipio;CAMPO ALEGRE DE LOURDES;MUNICIPIO DE CAMPO ALEGRE DE LOURDES;12000;Sim;
288;27/03/2025;municipio;CAMPO ALEGRE DE LOURDES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;6000;Sim;
289;27/03/2025;municipio;CAMPO ALEGRE DE LOURDES;NOME EMPRESARIAL FUNDO MUNICIPAL DE SAUDE CAMPO ALEGRE DE LOURDES;7000;Sim;
290;27/03/2025;municipio;CAMPO ALEGRE DE LOURDES;FUNDO MUNICIPAL DE EDUCACAO DE CAMPO ALEGRE DE LOURDES;7000;Sim;
291;27/03/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;9000;Sim;
292;27/03/2025;municipio;BARROCAS;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;4000;Sim;
293;27/03/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4000;Sim;
294;27/03/2025;municipio;BARROCAS;FUNDO MUNICIPAL DE SAUDE;4000;Sim;
295;27/03/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4500;Sim;
296;27/03/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4500;Sim;
297;27/03/2025;municipio;CONDE;MUNICIPIO DE CONDE;20000;Sim;
298;27/03/2025;municipio;CONDE;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CONDE;5000;Sim;
299;27/03/2025;municipio;CONDE;FUNDO MUNICIPAL DE EDUCACAO - FME;5000;Sim;
300;27/03/2025;municipio;CONDE;FUNDO MUNICIPAL DE SAUDE DE CONDE;5000;Sim;
301;27/03/2025;municipio;IBOTIRAMA;PREFEITURA MUNICIPAL DE IBOTIRAMA;22000;Sim;
302;27/03/2025;municipio;IBOTIRAMA;FUNDO MUNICIPAL DE SAUDE;5000;Sim;
304;27/03/2025;municipio;IBOTIRAMA;FUNDO MUNICIPAL DE EDUCACAO - FME;3000;Sim;
305;27/03/2025;municipio;IBOTIRAMA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IBOTIRAMA;3000;Sim;
306;27/03/2025;municipio;PAULO AFONSO;CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DA REGIAO DE PAULO AFONSO;10000;Sim;
307;27/03/2025;municipio;ANDORINHA;MUNICIPIO DE ANDORINHA;12050;Sim;
308;27/03/2025;municipio;ANDORINHA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;6000;Sim;
309;27/03/2025;municipio;ANDORINHA;SECRETARIA MUNICIPAL DE EDUCACAO;8000;Sim;
310;27/03/2025;municipio;ANDORINHA;FUNDO MUNICIPAL DE SAUDE DE ANDORINHA;8000;Sim;
311;27/03/2025;municipio;ANDORINHA;MUNICIPIO DE ANDORINHA;14000;Sim;
312;27/03/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;6500;Sim;
313;27/03/2025;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL FMAS;4000;Sim;
314;27/03/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;4000;Sim;
315;27/03/2025;municipio;BOA VISTA DO TUPIM;FUNDO MUNICIPAL DE SAUDE FUNSAUDE;4000;Sim;
316;27/03/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;4500;Sim;
318;27/03/2025;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;3000;Sim;
320;27/03/2025;municipio;BOM JESUS DA LAPA;NOME EMPRESARIAL FUNDO MUNICIPAL DE SAUDE DE BOM JESUS DA LAPA;3000;Sim;
321;27/03/2025;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE EDUCACAO DO MUNICIPIO DE BOM JESUS DA LAPA;3000;Sim;
322;27/03/2025;municipio;BOM JESUS DA LAPA;MUNICIPIO DE BOM JESUS DA LAPA;15000;Sim;
323;27/03/2025;municipio;BOM JESUS DA LAPA;MUNICIPIO DE BOM JESUS DA LAPA;21000;Sim;
324;27/03/2025;municipio;GLÓRIA;MUNICIPIO DE GLORIA;18000;Sim;
325;27/03/2025;municipio;GLÓRIA;FUNDO MUNICIPAL DE ASSISTENCIA E BEM - ESTAR SOCIAL - FUMABES;3000;Sim;
326;27/03/2025;municipio;GLÓRIA;SECRETARIA MUNICIPAL DE EDUCACAO DE GLORIA-BA;4000;Sim;
327;27/03/2025;municipio;GLÓRIA;FMS-FUNDO MUNICIPAL DE SAUDE;5000;Sim;
328;28/03/2025;municipio;QUIJINGUE;MUNICIPIO DE QUIJINGUE;13000;Sim;
329;28/03/2025;municipio;QUIJINGUE;FUNDO MUNICIPAL DE SAUDE DE QUIJINGUE;6000;Sim;
330;28/03/2025;municipio;QUIJINGUE;SECRETARIA MUNICIPAL DA EDUCACAO;6000;Sim;
331;28/03/2025;municipio;QUIJINGUE;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;5000;Sim;
333;31/03/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;5640;Sim;
334;31/03/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;5760;Sim;
335;07/04/2025;municipio;SALVADOR;MARCONE AMARAL COSTA JUNIOR;11200;Sim;
336;09/04/2025;municipio;CANDEIAS;MUNICIPIO DE CANDEIAS;25500;Sim;
337;15/04/2025;camara;OLIVEIRA DOS BREJINHOS;CÂMARA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;13000;Sim;
338;15/04/2025;camara;OLIVEIRA DOS BREJINHOS;CÂMARA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;4000;Sim;
339;15/04/2025;camara;OLIVEIRA DOS BREJINHOS;CÂMARA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;4700;Sim;
340;15/04/2025;camara;SÁTIRO DIAS;CAMARA MUNICIPAL DE SATIRO DIAS;15000;Sim;
341;15/04/2025;camara;SÁTIRO DIAS;CAMARA MUNICIPAL DE SATIRO DIAS;7000;Sim;
342;15/04/2025;camara;SÁTIRO DIAS;CAMARA MUNICIPAL DE SATIRO DIAS;8000;Sim;
343;15/04/2025;camara;CAMPO ALEGRE DE LOURDES;CAMARA MUNICIPAL DE CAMPO ALEGRE DE LOURDES;9000;Sim;
344;15/04/2025;camara;CAMPO ALEGRE DE LOURDES;CAMARA MUNICIPAL DE CAMPO ALEGRE DE LOURDES;7500;Sim;
345;15/04/2025;camara;CAMPO ALEGRE DE LOURDES;CAMARA MUNICIPAL DE CAMPO ALEGRE DE LOURDES;6000;Sim;
346;15/04/2025;camara;CAMAMU;CAMAMU CAMARA DE VEREADORES;8750;Sim;
347;15/04/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;13000;Sim;
348;15/04/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;8500;Sim;
349;15/04/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;5455;Sim;
350;15/04/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;5640;Sim;
351;15/04/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;5760;Sim;
352;15/04/2025;camara;APORÁ;CAMARA MUNICIPAL DE APORA;15000;Sim;
353;15/04/2025;camara;APORÁ;CAMARA MUNICIPAL DE APORA;7000;Sim;
354;15/04/2025;camara;APORÁ;CAMARA MUNICIPAL DE APORA;4500;Sim;
355;15/04/2025;camara;APORÁ;CAMARA MUNICIPAL DE APORA;4500;Sim;
356;15/04/2025;camara;SANTA BÁRBARA;CAMARA MUNICIPAL DE VEREADORES DE SANTA BARBARA B;9000;Sim;
357;15/04/2025;camara;SANTA BÁRBARA;CAMARA MUNICIPAL DE VEREADORES DE SANTA BARBARA B;4800;Sim;
358;15/04/2025;camara;SANTA BÁRBARA;CAMARA MUNICIPAL DE VEREADORES DE SANTA BARBARA B;4500;Sim;
359;15/04/2025;camara;QUIJINGUE;CAMARA MUNICIPAL DE QUIJINGUE;9000;Sim;
360;15/04/2025;camara;QUIJINGUE;CAMARA MUNICIPAL DE QUIJINGUE;4000;Sim;
361;15/04/2025;camara;QUIJINGUE;CAMARA MUNICIPAL DE QUIJINGUE;3500;Sim;
362;15/04/2025;camara;MUQUÉM DE SÃO FRANCISCO;CAMARA MUNICIPAL DE MUQUEM DO SAO FRANCISCO;10000;Sim;
363;15/04/2025;camara;MUQUÉM DE SÃO FRANCISCO;CAMARA MUNICIPAL DE MUQUEM DO SAO FRANCISCO;4500;Sim;
364;15/04/2025;camara;MUQUÉM DE SÃO FRANCISCO;CAMARA MUNICIPAL DE MUQUEM DO SAO FRANCISCO;2500;Sim;
365;15/04/2025;camara;GLÓRIA;CAMARA MUNICIPAL DE GLORIA;10600;Sim;
366;15/04/2025;camara;GLÓRIA;CAMARA MUNICIPAL DE GLORIA;6000;Sim;
367;28/04/2025;municipio;IBIRATAIA;MUNICIPIO DE IBIRATAIA;20000;Sim;
368;28/04/2025;municipio;QUIJINGUE;MUNICIPIO DE QUIJINGUE;13000;Sim;
369;28/04/2025;municipio;QUIJINGUE;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;5000;Sim;
370;28/04/2025;municipio;QUIJINGUE;SECRETARIA MUNICIPAL DA EDUCACAO;6000;Sim;
371;28/04/2025;municipio;QUIJINGUE;FUNDO MUNICIPAL DE SAUDE DE QUIJINGUE;6000;Sim;
373;28/04/2025;municipio;PEDRO ALEXANDRE;FUNDO MUNICIPAL DE SAUDE;7000;Sim;
374;28/04/2025;municipio;IGRAPIÚNA;MUNICIPI DE IGRAPIUNA;7000;Sim;
375;28/04/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE SAUDE;6000;Sim;
376;28/04/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE EDUCACAO DE IGRAPIUNA;6000;Sim;
377;28/04/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
378;28/04/2025;municipio;ITUBERÁ;MUNICIPIO DE ITUBERA;17500;Sim;
379;28/04/2025;municipio;ITUBERÁ;FUNDO MUNICIPAL DE SAUDE DE ITUBERA;4500;Sim;
380;28/04/2025;municipio;ITUBERÁ;FUNDO MUNICIPAL DE EDUCACAO - FME;4500;Sim;
381;28/04/2025;municipio;ITUBERÁ;FUNDO MUNICIPAL DE ASSISTENCIA SOCIA;4500;Sim;
382;28/04/2025;municipio;IBIRAPITANGA;MUNICIPIO DE IBIRAPITANGA;15500;Sim;
383;28/04/2025;municipio;IBIRAPITANGA;FUNDO MUNICIPAL DE EDUCACIONAL - FME;5000;Sim;
384;28/04/2025;municipio;IBIRAPITANGA;FUNDO MUNICIPAL DE SAUDE IBIRAPITANGA;5000;Sim;
385;28/04/2025;municipio;BURITIRAMA;MUNICIPIO DE BURITIRAMA;14000;Sim;
386;28/04/2025;municipio;BURITIRAMA;SECRETARIA MUNICIPAL DE EDUCACAO;9000;Sim;
387;28/04/2025;municipio;BURITIRAMA;FUNDO MUNICIPAL DE SAUDE DE BURITIRAMA;9000;Sim;
388;28/04/2025;municipio;BURITIRAMA;MUNICIPIO DE BURITIRAMA;8100;Sim;
389;28/04/2025;municipio;ITABUNA;FUNDACAO ITABUNENSE DE CULTURA E CIDADANIA;9000;Sim;
390;28/04/2025;municipio;SEABRA;MUNICIPIO DE SEABRA;15000;Sim;
391;28/04/2025;municipio;SEABRA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SEABRA;5000;Sim;
392;28/04/2025;municipio;SEABRA;FUNDO MUNICIPAL DE SAUDE;5000;Sim;
393;28/04/2025;municipio;SEABRA;FUNDO MUNICIPAL DE EDUCACAO - FME;5000;Sim;
394;28/04/2025;municipio;SEABRA;MUNICIPIO DE SEABRA;9600;Sim;
395;28/04/2025;municipio;SANTO ESTÊVÃO;MUNICIPIO DE SANTO ESTEVAO;15000;Sim;
396;28/04/2025;municipio;SANTO ESTÊVÃO;SECRETARIA DA EDUCACAO;5000;Sim;
397;28/04/2025;municipio;SANTO ESTÊVÃO;FUNDO MUNICIPAL DE SAUDE DE SANTO ESTEVAO;5000;Sim;
398;28/04/2025;municipio;OLIVEIRA DOS BREJINHOS;PREFEITURA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;11424;Sim;
399;28/04/2025;municipio;OLIVEIRA DOS BREJINHOS;FUNDO MUNIC. DE ASS. SOCIAL - OLIV. DOS BREJINHOS;8000;Sim;
400;28/04/2025;municipio;OLIVEIRA DOS BREJINHOS;SECRETARIA DE EDUCACAO DE OLIVEIRA DOS BREJINHOS;9000;Sim;
401;28/04/2025;municipio;OLIVEIRA DOS BREJINHOS;F. M. S. - Oliveira dos Brejinhos;9000;Sim;
402;28/04/2025;municipio;OLIVEIRA DOS BREJINHOS;SECRETARIA DE EDUCACAO DE OLIVEIRA DOS BREJINHOS;8000;Sim;
403;28/04/2025;municipio;MUQUÉM DE SÃO FRANCISCO;MUNICIPIO DE MUQUEM DO SAO FRANCISCO;16000;Sim;
404;28/04/2025;municipio;MUQUÉM DE SÃO FRANCISCO;FUNDO MUNICIPAL DE SAUDE;5000;Sim;
405;28/04/2025;municipio;OLIVEIRA DOS BREJINHOS;SECRETARIA MUNICIPAL DA EDUCACAO SEMED;4000;Sim;
406;28/04/2025;municipio;MUQUÉM DE SÃO FRANCISCO;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;2000;Sim;
407;28/04/2025;municipio;MUQUÉM DE SÃO FRANCISCO;MUNICIPIO DE MUQUEM DO SAO FRANCISCO;4500;Sim;
408;28/04/2025;municipio;MUQUÉM DE SÃO FRANCISCO;SECRETARIA MUNICIPAL DA EDUCACAO SEMED;4500;Sim;
409;28/04/2025;municipio;MUQUÉM DE SÃO FRANCISCO;MUNICIPIO DE MUQUEM DO SAO FRANCISCO;20000;Sim;
410;28/04/2025;municipio;JAGUARIPE;MUNICIPIO DE JAGUARIPE;13000;Sim;
411;28/04/2025;municipio;JAGUARIPE;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS DE JAGUARIPE;3000;Sim;
412;28/04/2025;municipio;JAGUARIPE;SECRETARIA MUNICIPAL DE EDUCACAO DE JAGUARIPE;7000;Sim;
413;28/04/2025;municipio;JAGUARIPE;FUNDO MUNICIPAL DE SAUDE;7000;Sim;
414;28/04/2025;municipio;ITAJU DO COLÔNIA;MUNICIPIO DE ITAJU DO COLONIA;9000;Sim;
415;28/04/2025;municipio;ITAJU DO COLÔNIA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
416;28/04/2025;municipio;ITAJU DO COLÔNIA;FUNDO MUNICIPAL DE EDUCACAO DE ITAJU DO COLONIA;4500;Sim;
417;28/04/2025;municipio;ITAJU DO COLÔNIA;FUNDO MUNICIPAL DE SAUDE ITAJU DO COLONIA;4500;Sim;
418;28/04/2025;municipio;GUARATINGA;MUNICIPIO DE GUARATINGA;10000;Sim;
419;28/04/2025;municipio;GUARATINGA;FUNDO MUNICIPAL DE SAUDE DE GUARATINGA;7500;Sim;
420;28/04/2025;municipio;GUARATINGA;FUNDO MUNICIPAL DE EDUCACAO - FME;7500;Sim;
421;28/04/2025;municipio;CONDE;MUNICIPIO DE CONDE;20000;Sim;
422;28/04/2025;municipio;CONDE;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CONDE;5000;Sim;
423;28/04/2025;municipio;CONDE;FUNDO MUNICIPAL DE EDUCACAO - FME;5000;Sim;
424;28/04/2025;municipio;CONDE;FUNDO MUNICIPAL DE SAUDE DE CONDE;5000;Sim;
426;28/04/2025;municipio;PAULO AFONSO;CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DA REGIAO DE PAULO AFONSO;10000;Sim;
427;28/04/2025;municipio;LAMARÃO;MUNICIPIO DE LAMARAO;9000;Sim;
428;28/04/2025;municipio;LAMARÃO;MUNICIPIO DE LAMARAO;9000;Sim;
430;28/04/2025;municipio;LAMARÃO;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
431;28/04/2025;municipio;LAMARÃO;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E LAZER - SMECEL;4500;Sim;
432;28/04/2025;municipio;LAMARÃO;FUNDO MUNICIPAL DE SAUDE - FMS;4500;Sim;
433;28/04/2025;municipio;GLÓRIA;MUNICIPIO DE GLORIA;18000;Sim;
434;28/04/2025;municipio;GLÓRIA;FUNDO MUNICIPAL DE ASSISTENCIA E BEM - ESTAR SOCIAL - FUMABES;3000;Sim;
435;28/04/2025;municipio;GLÓRIA;SECRETARIA MUNICIPAL DE EDUCACAO DE GLORIA-BA;4000;Sim;
437;28/04/2025;municipio;BOM JESUS DA LAPA;MUNICIPIO DE BOM JESUS DA LAPA;21000;Sim;
438;28/04/2025;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;3000;Sim;
440;28/04/2025;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE EDUCACAO DO MUNICIPIO DE BOM JESUS DA LAPA;3000;Sim;
441;28/04/2025;municipio;BOM JESUS DA LAPA;NOME EMPRESARIAL FUNDO MUNICIPAL DE SAUDE DE BOM JESUS DA LAPA;3000;Sim;
442;28/04/2025;municipio;BOM JESUS DA LAPA;MUNICIPIO DE BOM JESUS DA LAPA;15000;Sim;
443;28/04/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;6500;Sim;
444;28/04/2025;municipio;BOA VISTA DO TUPIM;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL FMAS;4000;Sim;
445;28/04/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;4000;Sim;
446;28/04/2025;municipio;BOA VISTA DO TUPIM;FUNDO MUNICIPAL DE SAUDE FUNSAUDE;4000;Sim;
447;28/04/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;4500;Sim;
448;28/04/2025;municipio;ANDORINHA;MUNICIPIO DE ANDORINHA;12050;Sim;
449;28/04/2025;municipio;ANDORINHA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;6000;Sim;
450;28/04/2025;municipio;ANDORINHA;SECRETARIA MUNICIPAL DE EDUCACAO;8000;Sim;
451;28/04/2025;municipio;ANDORINHA;FUNDO MUNICIPAL DE SAUDE DE ANDORINHA;8000;Sim;
452;28/04/2025;municipio;ANDORINHA;MUNICIPIO DE ANDORINHA;14000;Sim;
453;29/04/2025;municipio;BARROCAS;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;4000;Sim;
454;29/04/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4000;Sim;
455;29/04/2025;municipio;BARROCAS;FUNDO MUNICIPAL DE SAUDE;4000;Sim;
456;29/04/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;9000;Sim;
457;29/04/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4500;Sim;
458;29/04/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4500;Sim;
459;29/04/2025;municipio;BOTUPORÃ;MUNICIPIO DE BOTUPORA;14375;Sim;
460;29/04/2025;municipio;BOTUPORÃ;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE BOTUPORA;10062,5;Sim;
461;29/04/2025;municipio;BOTUPORÃ;FUNDO MUNICIPAL DE EDUCACAO-FME;10062,5;Sim;
462;29/04/2025;municipio;IBOTIRAMA;PREFEITURA MUNICIPAL DE IBOTIRAMA;22000;Sim;
463;29/04/2025;municipio;IBOTIRAMA;FUNDO MUNICIPAL DE SAUDE;5000;Sim;
464;29/04/2025;municipio;IBOTIRAMA;FUNDO MUNICIPAL DE EDUCACAO - FME;3000;Sim;
465;29/04/2025;municipio;IBOTIRAMA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IBOTIRAMA;3000;Sim;
466;29/04/2025;municipio;SANTA BÁRBARA;MUNICIPIO DE SANTA BARBARA;15000;Sim;
467;29/04/2025;municipio;SANTA BÁRBARA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;4500;Sim;
468;29/04/2025;municipio;SANTA BÁRBARA;SECRETARIA MUNICIPAL DE EDUCACAO DE SANTA BARBARA;6500;Sim;
469;29/04/2025;municipio;SANTA BÁRBARA;UMSAUDE - FUNDO MUNICIPAL DE SAUDE DE SANTA BARBARA;6500;Sim;
470;29/04/2025;municipio;SOUTO SOARES;MUNICIPIO DE SOUTO SOARES;6000;Sim;
471;29/04/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE SAUDE DE SOUTO SOARES;4000;Sim;
472;29/04/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE EDUCACAO DE SOUTO SOARES;4000;Sim;
473;29/04/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SOUTO SOARES;4000;Sim;
474;29/04/2025;municipio;CAMPO ALEGRE DE LOURDES;MUNICIPIO DE CAMPO ALEGRE DE LOURDES;12000;Sim;
475;29/04/2025;municipio;CAMPO ALEGRE DE LOURDES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;6000;Sim;
476;29/04/2025;municipio;CAMPO ALEGRE DE LOURDES;NOME EMPRESARIAL FUNDO MUNICIPAL DE SAUDE CAMPO ALEGRE DE LOURDES;7000;Sim;
477;29/04/2025;municipio;CAMPO ALEGRE DE LOURDES;FUNDO MUNICIPAL DE EDUCACAO DE CAMPO ALEGRE DE LOURDES;7000;Sim;
478;29/04/2025;municipio;CARDEAL DA SILVA;MUNICIPIO DE CARDEAL DA SILVA;9000;Sim;
479;29/04/2025;municipio;CARDEAL DA SILVA;FUNDO MUNICIPAL DE SAUDE DE CARDEAL DA SILVA;4500;Sim;
480;29/04/2025;municipio;CARDEAL DA SILVA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4500;Sim;
481;29/04/2025;municipio;WENCESLAU GUIMARÃES;MUNICIPIO DE WENCESLAU GUIMARAES;18000;Sim;
